Cruise,Haul_n,Date,SampleID,SpeciesCode,Length,Weight,Sex,Maturity ,Parasites,FaecalMatter,Live,Photo,Seconds,Temperature,Color,Consistency ,Shape,Membrane,ROC,dDNA,Lipid,POCDOC,Stomach,Otolith/Tissue,Rubbing,Gutted_weight#,Gall_Bladder,Comments
SCOOP25,13,13/12/2025,HKE49,HKE,21,0.058,M,1,Yes,Yes,,Yes,9.12,12.2,Brown,Fibrous,Lumps,Mucous,Yes,No,No,No,Yes,Yes,No,0.054,3,
SCOOP25,13,13/12/2025,HKE50,HKE,82,3.868,F,4,Yes,No,,Yes,,,Green,,,,,,,,,,,,,"Green mucous, did not collect sample"
SCOOP25,13,13/12/2025,HKE44,HKE,12,0.01,U,1,No,Yes,,Yes,7.56,12.9,Orange,Pasty,Amorphous,No,Yes,No,No,No,No,Yes,No,,,
SCOOP25,13,13/12/2025,HKE45,HKE,28,0.136,F,1,Yes,Yes,,Yes,8.54,12.1,Yellow,Smooth,Tubular,Mucous,Yes,No,No,No,Yes,Yes,No,0.128,3,
SCOOP25,13,13/12/2025,HKE46,HKE,29,0.15,F,1,Yes,Yes,,Yes,6.67,12.1,Orange,Fibrous,Amorphous,Mucous,Yes,No,No,No,No,Yes,No,,,
SCOOP25,13,13/12/2025,POD67,POD,16,0.038,M,1,No,Yes,,Yes,,,White-yellow,Fibrous,Tubular,No,No,Yes,No,No,No,No,No,,,
SCOOP25,13,13/12/2025,POD68,POD,17,0.056,F,2,Yes,Yes,,Yes,,,Brown-red,Granular,Tubular,No,Yes,Yes,No,No,No,No,No,,,
SCOOP25,12,13/12/2025,POD57,POD,18,0.062,F,2,,Yes,,Yes,3.19,12.9,Cream,Pasty,Tubular,No,No,No,No,No,Yes,No,No,0.054,1,
SCOOP25,12,13/12/2025,POD58,POD,19,0.064,M,2,Yes,Yes,,Yes,4.03,12.9,Brown,Pasty,Tubular,No,Yes,No,No,No,Yes,No,No,0.06,3,
SCOOP25,12,13/12/2025,,POD,16,0.04,M,2,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,12,13/12/2025,POD59,POD,16,0.048,M,2,Yes,Yes,,Yes,,,Brown,Pasty,,,Yes,No,No,No,No,No,No,,,Poo high up
SCOOP25,12,13/12/2025,POD60,POD,15,0.034,M,2,,Yes,,Yes,6.62,12.9,Red,Pasty,Amoprphous,No,No,No,No,No,No,No,No,,,
SCOOP25,12,13/12/2025,POD61,POD,15,0.042,M,2,,Yes,,Yes,6.41,12.9,Brown,Pasty,Tubular,Mucous,No,No,No,No,No,No,No,,,
SCOOP25,12,13/12/2025,POD62,POD,16,0.042,M,2,,Yes,,Yes,4.12,12.9,Brown-orange,Pasty,Tubular,No,Yes,No,No,No,No,No,No,,,
SCOOP25,12,13/12/2025,POD63,POD,16,0.046,M,2,,Yes,,Yes,9.85,12.1,Red-brown,Pasty,Tubular,No,Yes,No,No,No,No,No,No,,,
SCOOP25,12,13/12/2025,POD64,POD,16,0.068,M,2,,Yes,,Yes,7.87,12.9,Brown-orange,Pasty,Tubular,Mucous,Yes,No,No,No,No,No,No,,,
SCOOP25,12,13/12/2025,POD65,POD,17,0.056,F,2,,Yes,,Yes,6.44,12.5,Brown-orange,Pasty,Amorphous,Mucous,Yes,No,No,No,No,No,No,,,
SCOOP25,12,13/12/2025,POD66,POD,17,0.054,F,2,,Yes,,Yes,2.5,12.8,Brown,Pasty,Tubular-amorphous,,Yes,No,No,No,No,No,No,,,
